timestamp,location,temperature_C,wind_speed_kmph,humidity_percent
2023-06-17 01:00:00,Mumbai,30.42,11.16,30.45
2023-06-17 02:00:00,Mumbai,17.28,16.97,43.52
2023-06-17 03:00:00,Pune,41.75,14.85,18.98
2023-06-17 04:00:00,Bangalore,39.6,3.08,44.84
2023-06-17 05:00:00,Bangalore,36.44,39.57,48.5
2023-06-17 06:00:00,Hyderabad,15.94,18.42,94.04
2023-06-17 07:00:00,Bangalore,28.75,7.9,61.47
2023-06-17 08:00:00,Pune,17.34,18.77,40.41
2023-06-17 09:00:00,Hyderabad,42.86,21.34,41.52
2023-06-17 10:00:00,Jaipur,33.38,15.99,12.84
2023-06-17 11:00:00,Hyderabad,19.7,13.76,55.31
2023-06-17 12:00:00,Bangalore,31.82,28.14,75.95
2023-06-17 13:00:00,Jaipur,18.56,26.88,35.64
2023-06-17 14:00:00,Delhi,19.37,12.47,89.87
2023-06-17 15:00:00,Bangalore,17.43,22.15,94.68
2023-06-17 16:00:00,Delhi,41.15,5.48,58.9
2023-06-17 17:00:00,Chennai,31.37,19.46,79.59
2023-06-17 18:00:00,Bangalore,24.84,19.94,71.12
2023-06-17 19:00:00,Chennai,15.02,7.63,61.7
2023-06-17 20:00:00,Bangalore,29.16,7.61,81.5
2023-06-17 21:00:00,Chennai,30.38,5.63,52.77
2023-06-17 22:00:00,Kolkata,25.1,34.62,35.7
2023-06-17 23:00:00,Chennai,29.53,29.45,86.04
2023-06-18 00:00:00,Delhi,18.02,7.98,57.67
2023-06-18 01:00:00,Mumbai,42.66,33.49,15.75
2023-06-18 02:00:00,Hyderabad,22.75,12.56,23.29
2023-06-18 03:00:00,Chennai,43.45,13.8,49.87
2023-06-18 04:00:00,Mumbai,29.79,2.5,72.48
2023-06-18 05:00:00,Pune,40.7,29.03,57.17
2023-06-18 06:00:00,Kolkata,32.32,9.03,21.11
2023-06-18 07:00:00,Kolkata,40.33,18.07,29.3
2023-06-18 08:00:00,Jaipur,15.3,5.91,79.93
2023-06-18 09:00:00,Pune,20.59,31.1,36.13
2023-06-18 10:00:00,Pune,25.62,19.56,86.93
2023-06-18 11:00:00,Jaipur,23.88,37.57,71.21
2023-06-18 12:00:00,Pune,43.4,8.99,20.35
2023-06-18 13:00:00,Delhi,26.84,1.91,27.86
2023-06-18 14:00:00,Pune,44.16,13.52,78.65
2023-06-18 15:00:00,Delhi,34.53,21.24,21.53
2023-06-18 16:00:00,Jaipur,40.07,23.27,33.44
2023-06-18 17:00:00,Chennai,26.82,33.06,14.91
2023-06-18 18:00:00,Jaipur,20.7,22.57,82.21
2023-06-18 19:00:00,Bangalore,16.51,6.3,66.7
2023-06-18 20:00:00,Pune,34.69,24.09,84.09
2023-06-18 21:00:00,Pune,44.15,7.08,46.47
2023-06-18 22:00:00,Kolkata,18.55,32.88,29.58
2023-06-18 23:00:00,Jaipur,38.15,3.77,77.48
2023-06-19 00:00:00,Jaipur,25.94,6.18,76.71
2023-06-19 01:00:00,Mumbai,44.8,16.48,50.6
2023-06-19 02:00:00,Bangalore,41.1,8.42,32.25
2023-06-19 03:00:00,Kolkata,21.92,22.11,51.66
2023-06-19 04:00:00,Chennai,37.97,29.45,24.55
2023-06-19 05:00:00,Pune,37.03,28.33,25.54
2023-06-19 06:00:00,Kolkata,37.9,6.09,67.3
2023-06-19 07:00:00,Delhi,17.48,34.11,32.45
2023-06-19 08:00:00,Mumbai,39.28,10.1,82.92
2023-06-19 09:00:00,Mumbai,22.84,5.45,43.09
2023-06-19 10:00:00,Delhi,32.71,16.87,91.58
2023-06-19 11:00:00,Jaipur,18.46,1.54,73.76
2023-06-19 12:00:00,Pune,31.74,6.59,18.31
2023-06-19 13:00:00,Pune,42.19,23.48,66.08
2023-06-19 14:00:00,Bangalore,20.32,0.4,20.03
2023-06-19 15:00:00,Delhi,40.65,17.89,28.98
2023-06-19 16:00:00,Pune,28.06,31.18,84.98
2023-06-19 17:00:00,Mumbai,24.67,10.53,37.95
2023-06-19 18:00:00,Pune,16.71,33.38,92.97
2023-06-19 19:00:00,Chennai,30.86,38.48,70.68
2023-06-19 20:00:00,Pune,21.0,24.82,60.37
2023-06-19 21:00:00,Bangalore,43.2,35.34,66.6
2023-06-19 22:00:00,Hyderabad,22.14,33.19,74.29
2023-06-19 23:00:00,Kolkata,32.6,25.96,13.0
2023-06-20 00:00:00,Hyderabad,31.76,13.81,96.41
2023-06-20 01:00:00,Chennai,25.1,13.9,54.75
2023-06-20 02:00:00,Hyderabad,40.56,33.61,17.63
2023-06-20 03:00:00,Pune,20.5,7.16,66.4
2023-06-20 04:00:00,Bangalore,39.51,34.3,97.38
2023-06-20 05:00:00,Mumbai,21.22,11.16,27.84
2023-06-20 06:00:00,Mumbai,16.17,32.23,74.96
2023-06-20 07:00:00,Chennai,43.32,28.19,27.06
2023-06-20 08:00:00,Hyderabad,34.12,15.8,83.14
2023-06-20 09:00:00,Jaipur,33.91,2.78,38.66
2023-06-20 10:00:00,Jaipur,22.95,15.15,34.79
2023-06-20 11:00:00,Bangalore,19.18,5.8,23.05
2023-06-20 12:00:00,Kolkata,36.18,15.04,79.57
2023-06-20 13:00:00,Pune,30.56,7.38,46.83
2023-06-20 14:00:00,Hyderabad,24.54,39.48,86.43
2023-06-20 15:00:00,Jaipur,24.5,33.05,61.22
2023-06-20 16:00:00,Jaipur,41.68,34.11,48.18
2023-06-20 17:00:00,Hyderabad,41.69,26.4,14.18
2023-06-20 18:00:00,Kolkata,23.24,12.51,35.05
2023-06-20 19:00:00,Delhi,38.82,19.65,50.94
2023-06-20 20:00:00,Pune,21.8,37.9,49.9
2023-06-20 21:00:00,Chennai,39.24,27.71,45.63
2023-06-20 22:00:00,Pune,18.79,38.79,29.63
2023-06-20 23:00:00,Bangalore,37.74,21.43,59.17
2023-06-21 00:00:00,Chennai,31.67,0.8,78.48
2023-06-21 01:00:00,Kolkata,18.53,16.28,36.14
2023-06-21 02:00:00,Bangalore,33.47,27.35,29.57
2023-06-21 03:00:00,Mumbai,20.77,36.2,74.4
2023-06-21 04:00:00,Mumbai,20.82,34.56,16.1
2023-06-21 05:00:00,Pune,28.42,23.81,16.4
2023-06-21 06:00:00,Bangalore,43.93,30.96,97.65
2023-06-21 07:00:00,Chennai,41.77,25.32,66.33
2023-06-21 08:00:00,Chennai,39.79,27.23,20.1
2023-06-21 09:00:00,Mumbai,40.53,20.49,56.25
2023-06-21 10:00:00,Mumbai,29.92,11.37,11.83
2023-06-21 11:00:00,Kolkata,26.24,34.11,68.88
2023-06-21 12:00:00,Bangalore,41.52,20.69,88.38
2023-06-21 13:00:00,Chennai,17.43,10.51,25.05
2023-06-21 14:00:00,Jaipur,44.88,23.16,36.63
2023-06-21 15:00:00,Kolkata,31.59,31.18,18.99
2023-06-21 16:00:00,Chennai,31.21,12.41,62.86
2023-06-21 17:00:00,Mumbai,23.76,23.65,15.41
2023-06-21 18:00:00,Bangalore,20.11,27.94,72.11
2023-06-21 19:00:00,Delhi,35.41,23.43,24.9
2023-06-21 20:00:00,Bangalore,25.85,38.07,47.57
2023-06-21 21:00:00,Hyderabad,24.07,23.62,13.97
2023-06-21 22:00:00,Jaipur,19.87,23.45,66.93
2023-06-21 23:00:00,Jaipur,31.05,27.82,11.02
2023-06-22 00:00:00,Jaipur,32.65,6.67,37.3
2023-06-22 01:00:00,Delhi,28.29,14.48,35.01
2023-06-22 02:00:00,Pune,15.36,26.69,94.73
2023-06-22 03:00:00,Pune,29.75,11.43,75.59
2023-06-22 04:00:00,Kolkata,23.16,21.66,42.09
2023-06-22 05:00:00,Delhi,19.16,23.05,53.91
2023-06-22 06:00:00,Delhi,32.33,26.54,83.57
2023-06-22 07:00:00,Kolkata,35.14,19.1,37.54
2023-06-22 08:00:00,Bangalore,30.56,11.47,48.5
2023-06-22 09:00:00,Kolkata,33.43,38.65,13.7
2023-06-22 10:00:00,Hyderabad,33.2,26.64,67.88
2023-06-22 11:00:00,Mumbai,18.73,7.16,67.58
2023-06-22 12:00:00,Pune,21.47,15.34,81.47
2023-06-22 13:00:00,Mumbai,15.28,18.73,63.2
2023-06-22 14:00:00,Pune,44.46,26.3,58.54
2023-06-22 15:00:00,Delhi,21.34,29.65,37.32
2023-06-22 16:00:00,Jaipur,39.44,39.1,66.29
2023-06-22 17:00:00,Kolkata,38.44,10.17,71.45
2023-06-22 18:00:00,Kolkata,36.15,25.95,43.2
2023-06-22 19:00:00,Kolkata,28.49,8.78,20.68
2023-06-22 20:00:00,Jaipur,32.52,10.95,59.78
2023-06-22 21:00:00,Hyderabad,20.59,2.37,51.12
2023-06-22 22:00:00,Hyderabad,18.18,35.03,47.07
2023-06-22 23:00:00,Jaipur,25.55,38.29,74.77
2023-06-23 00:00:00,Bangalore,39.77,29.08,84.1
2023-06-23 01:00:00,Jaipur,31.92,18.85,36.98
2023-06-23 02:00:00,Chennai,37.92,27.57,48.73
2023-06-23 03:00:00,Pune,41.71,36.1,41.84
2023-06-23 04:00:00,Chennai,31.82,35.69,85.28
2023-06-23 05:00:00,Chennai,26.02,6.31,88.53
2023-06-23 06:00:00,Jaipur,40.67,29.89,43.05
2023-06-23 07:00:00,Pune,21.89,4.45,31.92
2023-06-23 08:00:00,Bangalore,15.74,35.47,48.15
2023-06-23 09:00:00,Kolkata,16.52,29.93,99.11
2023-06-23 10:00:00,Chennai,32.47,20.48,60.68
2023-06-23 11:00:00,Jaipur,41.77,23.77,48.86
2023-06-23 12:00:00,Kolkata,31.93,26.57,61.3
2023-06-23 13:00:00,Jaipur,27.28,2.75,36.94
2023-06-23 14:00:00,Delhi,32.31,26.56,22.54
2023-06-23 15:00:00,Chennai,35.13,1.54,50.67
2023-06-23 16:00:00,Delhi,37.75,15.77,31.55
2023-06-23 17:00:00,Bangalore,25.42,9.08,91.8
2023-06-23 18:00:00,Mumbai,26.61,5.02,46.55
2023-06-23 19:00:00,Hyderabad,15.71,2.19,22.14
2023-06-23 20:00:00,Pune,34.49,1.22,36.52
2023-06-23 21:00:00,Jaipur,38.3,7.32,26.75
2023-06-23 22:00:00,Bangalore,30.33,14.27,50.88
2023-06-23 23:00:00,Bangalore,26.3,9.85,60.59
2023-06-24 00:00:00,Bangalore,24.99,11.86,33.52
2023-06-24 01:00:00,Chennai,34.35,18.48,66.48
2023-06-24 02:00:00,Delhi,24.92,10.85,28.12
2023-06-24 03:00:00,Hyderabad,32.97,24.49,90.44
2023-06-24 04:00:00,Chennai,42.81,8.26,56.97
2023-06-24 05:00:00,Mumbai,24.92,9.05,75.43
2023-06-24 06:00:00,Pune,17.05,10.16,98.88
2023-06-24 07:00:00,Pune,41.22,37.46,20.75
2023-06-24 08:00:00,Hyderabad,23.21,26.75,99.38
2023-06-24 09:00:00,Pune,44.66,12.91,75.65
2023-06-24 10:00:00,Pune,40.2,29.31,59.56
2023-06-24 11:00:00,Bangalore,27.81,33.34,98.52
2023-06-24 12:00:00,Kolkata,33.85,37.01,81.22
2023-06-24 13:00:00,Mumbai,23.33,3.12,23.61
2023-06-24 14:00:00,Delhi,17.53,33.59,79.91
2023-06-24 15:00:00,Jaipur,30.77,33.68,81.34
2023-06-24 16:00:00,Mumbai,27.74,32.78,80.48
2023-06-24 17:00:00,Chennai,44.1,20.23,96.22
2023-06-24 18:00:00,Pune,32.92,35.99,50.97
2023-06-24 19:00:00,Kolkata,37.41,26.26,91.06
2023-06-24 20:00:00,Jaipur,19.06,15.7,60.46
2023-06-24 21:00:00,Chennai,36.71,14.67,16.36
2023-06-24 22:00:00,Hyderabad,16.69,30.58,23.36
2023-06-24 23:00:00,Bangalore,33.39,34.03,76.78
2023-06-25 00:00:00,Pune,40.16,8.97,39.28
2023-06-25 01:00:00,Bangalore,29.49,33.33,75.56
2023-06-25 02:00:00,Mumbai,21.45,26.55,73.33
2023-06-25 03:00:00,Bangalore,28.31,27.54,62.51
2023-06-25 04:00:00,Bangalore,40.23,0.66,14.12
2023-06-25 05:00:00,Hyderabad,36.43,28.41,23.3
2023-06-25 06:00:00,Delhi,33.16,5.38,29.73
2023-06-25 07:00:00,Delhi,35.82,16.86,29.58
2023-06-25 08:00:00,Chennai,40.03,34.23,12.68
2023-06-25 09:00:00,Pune,19.56,19.27,88.06
2023-06-25 10:00:00,Chennai,40.26,32.93,47.08
2023-06-25 11:00:00,Delhi,39.2,36.41,47.95
2023-06-25 12:00:00,Mumbai,29.32,39.55,77.81
2023-06-25 13:00:00,Delhi,27.09,37.43,66.32
2023-06-25 14:00:00,Chennai,42.98,35.85,34.22
2023-06-25 15:00:00,Kolkata,39.58,18.33,16.0
2023-06-25 16:00:00,Pune,44.66,32.6,92.21
2023-06-25 17:00:00,Bangalore,34.25,23.39,52.64
2023-06-25 18:00:00,Hyderabad,15.95,20.64,34.47
2023-06-25 19:00:00,Kolkata,19.62,10.51,71.01
2023-06-25 20:00:00,Kolkata,39.61,1.06,53.82
2023-06-25 21:00:00,Bangalore,34.17,39.06,61.54
2023-06-25 22:00:00,Delhi,20.94,15.47,24.96
2023-06-25 23:00:00,Jaipur,15.36,24.86,65.55
2023-06-26 00:00:00,Pune,22.89,20.45,25.44
2023-06-26 01:00:00,Mumbai,19.13,29.82,80.9
2023-06-26 02:00:00,Kolkata,41.29,9.53,75.84
2023-06-26 03:00:00,Mumbai,41.48,9.24,10.87
2023-06-26 04:00:00,Hyderabad,40.27,19.08,93.46
2023-06-26 05:00:00,Hyderabad,17.84,0.9,58.23
2023-06-26 06:00:00,Hyderabad,19.05,27.84,40.1
2023-06-26 07:00:00,Chennai,19.07,32.93,56.9
2023-06-26 08:00:00,Kolkata,22.75,30.64,78.48
2023-06-26 09:00:00,Hyderabad,17.19,38.2,33.93
2023-06-26 10:00:00,Chennai,44.45,16.19,80.71
2023-06-26 11:00:00,Hyderabad,40.65,6.02,57.22
2023-06-26 12:00:00,Delhi,17.08,36.7,32.21
2023-06-26 13:00:00,Kolkata,19.31,14.65,81.64
2023-06-26 14:00:00,Chennai,22.87,34.65,37.4
2023-06-26 15:00:00,Hyderabad,38.25,22.63,47.25
2023-06-26 16:00:00,Pune,36.42,27.4,85.71
2023-06-26 17:00:00,Chennai,33.92,30.84,72.65
2023-06-26 18:00:00,Hyderabad,42.37,18.75,70.93
2023-06-26 19:00:00,Delhi,16.09,16.57,76.8
2023-06-26 20:00:00,Mumbai,19.84,28.24,95.98
2023-06-26 21:00:00,Jaipur,20.69,7.58,71.69
2023-06-26 22:00:00,Hyderabad,16.79,30.07,61.58
2023-06-26 23:00:00,Mumbai,33.55,25.67,13.84
2023-06-27 00:00:00,Kolkata,21.29,22.7,97.41
2023-06-27 01:00:00,Delhi,29.48,34.37,42.22
2023-06-27 02:00:00,Pune,35.56,33.22,12.18
2023-06-27 03:00:00,Kolkata,32.86,13.95,32.36
2023-06-27 04:00:00,Pune,23.7,13.26,21.57
2023-06-27 05:00:00,Mumbai,27.43,11.32,94.33
2023-06-27 06:00:00,Delhi,25.19,22.31,91.54
2023-06-27 07:00:00,Bangalore,40.57,11.49,66.76
2023-06-27 08:00:00,Delhi,27.6,15.6,16.4
2023-06-27 09:00:00,Delhi,16.85,13.79,37.38
2023-06-27 10:00:00,Pune,33.58,8.42,84.37
2023-06-27 11:00:00,Bangalore,20.93,35.76,77.48
2023-06-27 12:00:00,Chennai,25.16,17.04,29.59
2023-06-27 13:00:00,Chennai,24.83,19.4,64.76
2023-06-27 14:00:00,Chennai,17.17,26.3,12.83
2023-06-27 15:00:00,Mumbai,43.53,27.51,91.39
2023-06-27 16:00:00,Delhi,31.41,5.17,36.98
2023-06-27 17:00:00,Hyderabad,19.69,6.27,86.94
2023-06-27 18:00:00,Bangalore,31.67,37.31,98.74
2023-06-27 19:00:00,Hyderabad,28.55,21.51,16.44
2023-06-27 20:00:00,Mumbai,25.35,18.11,89.28
2023-06-27 21:00:00,Bangalore,29.17,28.56,11.59
2023-06-27 22:00:00,Hyderabad,35.09,23.21,53.41
2023-06-27 23:00:00,Jaipur,20.99,13.44,66.82
2023-06-28 00:00:00,Pune,31.14,20.74,61.93
2023-06-28 01:00:00,Mumbai,39.39,8.52,87.17
2023-06-28 02:00:00,Mumbai,21.67,26.5,13.53
2023-06-28 03:00:00,Jaipur,30.47,19.88,19.66
2023-06-28 04:00:00,Mumbai,43.97,27.35,21.97
2023-06-28 05:00:00,Bangalore,39.02,25.62,22.01
2023-06-28 06:00:00,Hyderabad,32.79,19.83,75.18
2023-06-28 07:00:00,Hyderabad,37.47,31.43,98.74
2023-06-28 08:00:00,Kolkata,30.77,30.01,10.47
2023-06-28 09:00:00,Mumbai,44.6,15.56,47.9
2023-06-28 10:00:00,Chennai,20.08,23.01,13.98
2023-06-28 11:00:00,Delhi,36.59,30.46,46.18
2023-06-28 12:00:00,Pune,15.18,33.37,54.64
2023-06-28 13:00:00,Pune,18.77,19.59,77.95
2023-06-28 14:00:00,Kolkata,36.65,32.72,17.93
2023-06-28 15:00:00,Kolkata,37.78,9.05,52.65
2023-06-28 16:00:00,Bangalore,16.18,0.29,41.99
2023-06-28 17:00:00,Kolkata,25.02,2.69,61.86
2023-06-28 18:00:00,Hyderabad,18.55,35.52,96.61
2023-06-28 19:00:00,Bangalore,41.7,9.01,96.3
2023-06-28 20:00:00,Bangalore,28.62,16.94,74.0
2023-06-28 21:00:00,Pune,28.28,20.72,46.1
2023-06-28 22:00:00,Pune,39.72,0.14,82.33
2023-06-28 23:00:00,Chennai,35.86,38.22,86.26
2023-06-29 00:00:00,Mumbai,42.67,11.89,39.44
2023-06-29 01:00:00,Jaipur,43.16,28.44,54.34
2023-06-29 02:00:00,Jaipur,24.4,25.53,20.46
2023-06-29 03:00:00,Kolkata,34.45,33.53,15.49
2023-06-29 04:00:00,Mumbai,31.25,39.56,93.67
2023-06-29 05:00:00,Mumbai,32.87,16.69,67.39
2023-06-29 06:00:00,Mumbai,33.76,31.77,28.03
2023-06-29 07:00:00,Bangalore,16.8,18.07,53.05
2023-06-29 08:00:00,Mumbai,41.85,31.15,66.33
2023-06-29 09:00:00,Kolkata,19.21,1.39,51.41
2023-06-29 10:00:00,Bangalore,27.73,6.33,43.34
2023-06-29 11:00:00,Kolkata,23.76,10.39,66.33
2023-06-29 12:00:00,Bangalore,31.61,15.13,57.37
2023-06-29 13:00:00,Jaipur,43.84,22.04,51.57
2023-06-29 14:00:00,Delhi,27.37,38.94,29.97
2023-06-29 15:00:00,Delhi,33.1,14.15,19.86
2023-06-29 16:00:00,Jaipur,19.23,9.56,50.37
2023-06-29 17:00:00,Delhi,28.89,15.55,90.11
2023-06-29 18:00:00,Delhi,42.47,28.57,18.24
2023-06-29 19:00:00,Jaipur,42.97,7.4,70.81
2023-06-29 20:00:00,Bangalore,31.39,34.59,80.0
2023-06-29 21:00:00,Mumbai,38.06,36.69,38.38
2023-06-29 22:00:00,Jaipur,15.1,15.19,37.17
2023-06-29 23:00:00,Chennai,30.95,14.85,35.71
2023-06-30 00:00:00,Pune,36.97,25.06,66.64
2023-06-30 01:00:00,Hyderabad,24.9,5.47,24.13
2023-06-30 02:00:00,Chennai,42.03,22.76,86.83
2023-06-30 03:00:00,Delhi,38.39,6.16,48.95
2023-06-30 04:00:00,Mumbai,38.09,25.69,60.22
2023-06-30 05:00:00,Kolkata,15.64,34.49,89.55
2023-06-30 06:00:00,Mumbai,20.52,0.02,60.52
2023-06-30 07:00:00,Kolkata,36.41,14.02,68.23
2023-06-30 08:00:00,Chennai,31.85,27.43,45.05
2023-06-30 09:00:00,Mumbai,32.35,17.09,32.12
2023-06-30 10:00:00,Mumbai,15.44,18.73,21.02
2023-06-30 11:00:00,Hyderabad,28.26,24.79,68.45
2023-06-30 12:00:00,Jaipur,38.59,20.93,81.42
2023-06-30 13:00:00,Chennai,34.91,14.21,51.01
2023-06-30 14:00:00,Mumbai,32.17,16.91,18.24
2023-06-30 15:00:00,Kolkata,35.9,21.18,60.7
2023-06-30 16:00:00,Pune,40.53,35.28,45.93
2023-06-30 17:00:00,Mumbai,40.49,39.86,95.66
2023-06-30 18:00:00,Kolkata,28.68,7.63,65.96
2023-06-30 19:00:00,Delhi,24.23,24.66,40.89
2023-06-30 20:00:00,Mumbai,25.99,12.14,14.7
2023-06-30 21:00:00,Kolkata,30.64,25.45,97.86
2023-06-30 22:00:00,Pune,17.68,30.73,13.12
2023-06-30 23:00:00,Chennai,32.73,35.25,47.05
2023-07-01 00:00:00,Delhi,28.6,18.26,63.4
2023-07-01 01:00:00,Mumbai,37.77,19.91,84.13
2023-07-01 02:00:00,Hyderabad,23.22,8.01,36.14
2023-07-01 03:00:00,Kolkata,16.99,10.73,65.01
2023-07-01 04:00:00,Pune,41.84,3.87,29.48
2023-07-01 05:00:00,Hyderabad,17.04,37.69,52.8
2023-07-01 06:00:00,Mumbai,42.82,16.56,22.9
2023-07-01 07:00:00,Kolkata,29.92,9.92,69.7
2023-07-01 08:00:00,Mumbai,16.69,36.78,46.1
2023-07-01 09:00:00,Delhi,18.78,23.06,76.21
2023-07-01 10:00:00,Pune,30.99,25.02,66.49
2023-07-01 11:00:00,Pune,15.47,27.28,95.76
2023-07-01 12:00:00,Delhi,42.45,21.54,49.53
2023-07-01 13:00:00,Mumbai,38.89,34.12,14.3
2023-07-01 14:00:00,Mumbai,30.14,15.99,68.78
2023-07-01 15:00:00,Bangalore,42.79,21.8,73.64
2023-07-01 16:00:00,Mumbai,22.79,24.55,67.06
2023-07-01 17:00:00,Pune,40.6,24.36,27.56
2023-07-01 18:00:00,Mumbai,39.15,4.5,16.43
2023-07-01 19:00:00,Hyderabad,32.45,27.73,34.14
2023-07-01 20:00:00,Hyderabad,24.57,24.99,96.36
2023-07-01 21:00:00,Delhi,31.75,22.72,82.08
2023-07-01 22:00:00,Hyderabad,43.72,20.11,11.48
2023-07-01 23:00:00,Mumbai,17.54,22.67,54.74
2023-07-02 00:00:00,Chennai,21.03,4.17,56.18
2023-07-02 01:00:00,Jaipur,34.32,17.95,46.73
2023-07-02 02:00:00,Mumbai,35.35,20.43,17.18
2023-07-02 03:00:00,Jaipur,19.93,38.13,48.66
2023-07-02 04:00:00,Pune,39.19,10.74,23.9
2023-07-02 05:00:00,Bangalore,42.85,34.46,88.17
2023-07-02 06:00:00,Kolkata,17.39,39.48,18.54
2023-07-02 07:00:00,Pune,44.23,14.67,96.89
2023-07-02 08:00:00,Jaipur,23.44,34.61,48.71
2023-07-02 09:00:00,Delhi,24.27,27.55,74.38
2023-07-02 10:00:00,Hyderabad,16.35,35.22,14.12
2023-07-02 11:00:00,Chennai,29.92,32.84,41.5
2023-07-02 12:00:00,Pune,43.64,18.4,60.03
2023-07-02 13:00:00,Kolkata,19.83,32.21,16.77
2023-07-02 14:00:00,Chennai,32.31,27.21,98.82
2023-07-02 15:00:00,Delhi,23.23,32.34,58.9
2023-07-02 16:00:00,Hyderabad,15.56,24.15,89.48
2023-07-02 17:00:00,Bangalore,44.61,27.11,12.78
2023-07-02 18:00:00,Jaipur,36.49,0.78,92.34
2023-07-02 19:00:00,Pune,37.06,12.1,32.65
2023-07-02 20:00:00,Pune,34.89,28.45,55.03
2023-07-02 21:00:00,Pune,19.31,25.6,81.66
2023-07-02 22:00:00,Jaipur,21.2,28.02,59.93
2023-07-02 23:00:00,Delhi,26.57,9.15,63.7
2023-07-03 00:00:00,Chennai,44.86,15.7,50.95
2023-07-03 01:00:00,Chennai,35.18,25.25,91.25
2023-07-03 02:00:00,Delhi,28.27,28.35,30.5
2023-07-03 03:00:00,Pune,29.54,22.54,25.74
2023-07-03 04:00:00,Mumbai,42.67,2.11,57.15
2023-07-03 05:00:00,Delhi,20.89,4.08,20.43
2023-07-03 06:00:00,Hyderabad,24.63,30.11,25.08
2023-07-03 07:00:00,Hyderabad,26.13,12.3,11.09
2023-07-03 08:00:00,Bangalore,41.93,2.81,15.93
2023-07-03 09:00:00,Delhi,38.3,24.12,28.05
2023-07-03 10:00:00,Kolkata,32.72,26.95,34.68
2023-07-03 11:00:00,Jaipur,24.44,33.46,59.75
2023-07-03 12:00:00,Jaipur,21.07,17.93,61.57
2023-07-03 13:00:00,Hyderabad,24.92,34.67,17.18
2023-07-03 14:00:00,Hyderabad,42.88,17.2,50.85
2023-07-03 15:00:00,Hyderabad,42.31,19.78,91.63
2023-07-03 16:00:00,Mumbai,27.66,34.53,12.7
2023-07-03 17:00:00,Kolkata,24.77,22.46,44.22
2023-07-03 18:00:00,Pune,41.54,12.05,16.73
2023-07-03 19:00:00,Pune,28.39,9.44,73.73
2023-07-03 20:00:00,Delhi,16.16,33.26,72.41
2023-07-03 21:00:00,Mumbai,25.37,29.69,12.86
2023-07-03 22:00:00,Hyderabad,33.22,33.38,83.33
2023-07-03 23:00:00,Pune,43.34,38.26,51.65
2023-07-04 00:00:00,Kolkata,27.74,19.93,93.55
2023-07-04 01:00:00,Pune,22.2,36.69,40.42
2023-07-04 02:00:00,Jaipur,26.53,7.51,67.51
2023-07-04 03:00:00,Kolkata,16.71,11.52,13.73
2023-07-04 04:00:00,Mumbai,41.97,9.83,37.34
2023-07-04 05:00:00,Pune,16.0,10.55,23.78
2023-07-04 06:00:00,Hyderabad,15.03,19.19,84.5
2023-07-04 07:00:00,Mumbai,33.42,3.93,54.45
2023-07-04 08:00:00,Jaipur,19.62,30.75,95.55
2023-07-04 09:00:00,Chennai,23.88,8.19,97.14
2023-07-04 10:00:00,Hyderabad,29.73,37.26,38.42
2023-07-04 11:00:00,Mumbai,38.76,0.28,85.56
2023-07-04 12:00:00,Delhi,26.63,25.08,46.9
2023-07-04 13:00:00,Pune,43.71,8.54,90.4
2023-07-04 14:00:00,Hyderabad,28.6,35.26,65.25
2023-07-04 15:00:00,Bangalore,42.6,9.2,32.3
2023-07-04 16:00:00,Hyderabad,28.57,37.12,61.45
2023-07-04 17:00:00,Chennai,30.48,26.75,75.42
2023-07-04 18:00:00,Mumbai,43.74,13.62,50.6
2023-07-04 19:00:00,Jaipur,35.25,2.27,28.27
2023-07-04 20:00:00,Bangalore,19.48,14.39,95.59
2023-07-04 21:00:00,Chennai,32.96,34.67,71.26
2023-07-04 22:00:00,Delhi,21.76,1.85,50.74
2023-07-04 23:00:00,Jaipur,24.29,31.92,59.87
2023-07-05 00:00:00,Jaipur,40.14,21.83,93.54
2023-07-05 01:00:00,Hyderabad,35.46,8.0,26.31
2023-07-05 02:00:00,Pune,23.61,38.99,69.93
2023-07-05 03:00:00,Bangalore,15.14,1.81,51.12
2023-07-05 04:00:00,Pune,30.94,3.54,23.52
2023-07-05 05:00:00,Jaipur,22.51,11.36,76.76
2023-07-05 06:00:00,Mumbai,15.85,33.03,78.32
2023-07-05 07:00:00,Mumbai,16.9,32.41,80.29
2023-07-05 08:00:00,Delhi,35.2,26.77,93.07
2023-07-05 09:00:00,Chennai,27.43,29.57,58.72
2023-07-05 10:00:00,Bangalore,22.87,13.29,54.48
2023-07-05 11:00:00,Delhi,41.39,35.41,87.33
2023-07-05 12:00:00,Chennai,39.75,12.9,14.62
2023-07-05 13:00:00,Kolkata,28.99,7.76,59.8
2023-07-05 14:00:00,Kolkata,23.27,8.05,18.95
2023-07-05 15:00:00,Chennai,30.22,3.34,38.32
2023-07-05 16:00:00,Mumbai,37.59,39.64,91.13
2023-07-05 17:00:00,Mumbai,15.32,1.14,21.71
2023-07-05 18:00:00,Kolkata,33.38,19.73,55.92
2023-07-05 19:00:00,Jaipur,36.3,7.55,23.51
2023-07-05 20:00:00,Mumbai,39.5,23.56,21.12
2023-07-05 21:00:00,Pune,21.5,15.02,49.25
2023-07-05 22:00:00,Jaipur,21.1,0.07,43.96
2023-07-05 23:00:00,Mumbai,21.47,18.18,63.8
2023-07-06 00:00:00,Chennai,42.94,32.66,14.84
